y	x	PANEL	row_in_group	na_group
4.66182364746928	118103.614236473	1	187	0
3.33059667723794	118103.690248497	1	188	0
2.03081162335972	118103.766260521	1	189	0
8.03028278715081	118103.842272545	1	190	0
7.34308617115021	118103.918284569	1	191	0
10.4120741486549	118103.994296593	1	192	0
9.07715430855751	118104.070308617	1	193	0
4.66412825584412	118104.146320641	1	194	0
3.72211088736852	118104.222332665	1	195	0
2.2571107125596	118104.298344689	1	196	0
1.28572296102842	118104.374356713	1	197	0
0.134442798631347	118104.450368738	1	198	0
0.960660451294287	118104.526380762	1	199	0
4.76298050582409	118104.602392786	1	200	0
8.43967935840289	118104.67840481	1	201	0
5.49243942444975	118104.754416834	1	202	0
5.61749305071369	118104.830428858	1	203	0
2.08717434853315	118104.906440882	1	204	0
2.90723112877458	118104.982452906	1	205	0
0.390701402723789	118105.05846493	1	206	0
0.645230460911989	118105.134476954	1	207	0
0.130556567656723	118105.210488978	1	208	0
0.994329568167979	118105.286501002	1	209	0
0.221515195271404	118105.362513026	1	210	0
2.66250147363719	118105.43852505	1	211	0
1.02237808952729	118105.514537074	1	212	0
1.53268074607238	118105.590549098	1	213	0
0.679088514172629	118105.666561122	1	214	0
0.102454909858735	118105.742573146	1	215	0
0.602534015417883	118105.81858517	1	216	0
1.57767386624107	118105.894597194	1	217	0
1.11494221323974	118105.970609218	1	218	0
1.16893787607551	118106.046621243	1	219	0
3.25466933846474	118106.122633267	1	220	0
1.54843019445737	118106.198645291	1	221	0
4.81713426858187	118106.274657315	1	222	0
2.87733361438701	118106.350669339	1	223	0
2.76593186408281	118106.426681363	1	224	0
4.20507682008403	118106.502693387	1	225	0
4.44961351262672	118106.578705411	1	226	0
6.31412825658917	118106.654717435	1	227	0
4.07940881792456	118106.730729459	1	228	0
5.70505296332496	118106.806741483	1	229	0
13.9436651070913	118106.882753507	1	230	0
5.58517034053802	118106.958765531	1	231	0
1.63110220432282	118107.034777555	1	232	0
4.86184869706631	118107.110789579	1	233	0
5.38326653279364	118107.186801603	1	234	0
14.757069695327	118107.262813627	1	235	0
13.7064128257334	118107.338825651	1	236	0
8.39529058150947	118107.414837675	1	237	0
4.37046820941297	118107.490849699	1	238	0
6.92154308632016	118107.566861723	1	239	0
9.95129241529158	118107.642873748	1	240	0
4.44288577139378	118107.718885772	1	241	0
5.89050828868693	118107.794897796	1	242	0
17.038392573595	118107.87090982	1	243	0
13.8463593845566	118107.946921844	1	244	0
6.51102204372485	118108.022933868	1	245	0
5.58483633937107	118108.098945892	1	246	0
3.12676416654536	118108.174957916	1	247	0
4.82832331210375	118108.25096994	1	248	0
11.725633084774	118108.326981964	1	249	0
5.43353373408318	118108.402993988	1	250	0
5.59969939887524	118108.479006012	1	251	0
15.5090180337429	118108.555018036	1	252	0
29.6060120254755	118108.63103006	1	253	0
25.4694722781579	118108.707042084	1	254	0
15.9819639275471	118108.783054108	1	255	0
19.0220440874497	118108.859066132	1	256	0
24.0156312614679	118108.935078156	1	257	0
6.90981963276863	118109.01109018	1	258	0
12.9921381221368	118109.087102204	1	259	0
10.0442885771394	118109.163114228	1	260	0
10.3543754170338	118109.239126253	1	261	0
7.08176352722304	118109.315138277	1	262	0
3.54792919196188	118109.391150301	1	263	0
12.7207748840253	118109.467162325	1	264	0
20.1957247828444	118109.543174349	1	265	0
17.4534068144858	118109.619186373	1	266	0
20.9779559125503	118109.695198397	1	267	0
17.4473947882652	118109.771210421	1	268	0
22.9110220432282	118109.847222445	1	269	0
28.1763527052743	118109.923234469	1	270	0
32.3116232454777	118109.999246493	1	271	0
37.8707414865494	118110.075258517	1	272	0
36.8647294566035	118110.151270541	1	273	0
45.8091739035315	118110.227282565	1	274	0
30.352705411613	118110.303294589	1	275	0
39.6933867782354	118110.379306613	1	276	0
41.5604542394479	118110.455318637	1	277	0
30.7795591155688	118110.531330661	1	278	0
32.2191048761209	118110.607342685	1	279	0
27.3547094166279	118110.683354709	1	280	0
39.8733466923237	118110.759366733	1	281	0
32.7575150430203	118110.835378758	1	282	0
42.6781563133001	118110.911390782	1	283	0
36.4028056114912	118110.987402806	1	284	0
33.6037074141204	118111.06341483	1	285	0
30.7194388955832	118111.139426854	1	286	0
27.561122238636	118111.215438878	1	287	0
26.4509018063545	118111.291450902	1	288	0
17.1707860165172	118111.367462926	1	289	0
1.99284282752446	118111.44347495	1	290	0
3.12174348533154	118111.519486974	1	291	0
10.7498998001218	118111.595498998	1	292	0
10.0464565496553	118111.671511022	1	293	0
17.2461589848002	118111.747523046	1	294	0
9.11623246595263	118111.82353507	1	295	0
19.5721442887888	118111.899547094	1	296	0
15.0629831084183	118111.975559118	1	297	0
24.9048096189896	118112.051571142	1	298	0
23.4168336689472	118112.127583166	1	299	0
30.5951903760433	118112.20359519	1	300	0
21.607214435935	118112.279607214	1	301	0
17.8730794936419	118112.355619239	1	302	0
15.0906256958842	118112.431631263	1	303	0
10.46492985636	118112.507643287	1	304	0
21.3793300879853	118112.583655311	1	305	0
16.3336673378944	118112.659667335	1	306	0
18.7798931201299	118112.735679359	1	307	0
16.3844832522529	118112.811691383	1	308	0
19.8517034053803	118112.887703407	1	309	0
8.57114228606224	118112.963715431	1	310	0
11.4886439548184	118113.039727455	1	311	0
7.91783567104075	118113.115739479	1	312	0
4.52268172710231	118113.191751503	1	313	0
6.97189834205942	118113.267763527	1	314	0
2.4880195175824	118113.343775551	1	315	0
0.162101981658784	118113.419787575	1	316	0
1.56665712382112	118113.495799599	1	317	0
2.7411746569933	118113.571811623	1	318	0
2.51864291958406	118113.647823647	1	319	0
3.15357029830155	118113.723835671	1	320	0
3.14328657293862	118113.799847695	1	321	0
1.91768151693619	118113.875859719	1	322	0
3.13601115281167	118113.951871743	1	323	0
1.25968603913983	118114.027883768	1	324	0
1.47583166360855	118114.103895792	1	325	0
1.12628033839994	118114.179907816	1	326	0
2.43066132267316	118114.25591984	1	327	0
2.32081554419753	118114.331931864	1	328	0
2.85228994561405	118114.407943888	1	329	0
1.95823647320271	118114.483955912	1	330	0
1.68327564204281	118114.559967936	1	331	0
1.32113283169719	118114.63597996	1	332	0
1.17635270536822	118114.711991984	1	333	0
1.61303251645257	118114.788004008	1	334	0
3.44266310334206	118114.864016032	1	335	0
4.31726611131116	118114.940028056	1	336	0
4.65330661336581	118115.01604008	1	337	0
8.79478957951069	118115.092052104	1	338	0
3.02399671154145	118115.168064128	1	339	0
1.28942631033518	118115.244076152	1	340	0
1.14779559113085	118115.320088176	1	341	0
3.14200400799513	118115.3961002	1	342	0
1.36712555554898	118115.472112224	1	343	0
0.0465398882614805	118115.548124249	1	344	0
0.316086072871026	118115.624136273	1	345	0
0.58563225742773	118115.700148297	1	346	0
0.855178441984434	118115.776160321	1	347	0
2.93377230659364	118115.852172345	1	348	0
3.90937430494361	118115.928184369	1	349	0
3.28733831291849	118116.004196393	1	350	0
2.72421032545112	118116.080208417	1	351	0
1.94144652946429	118116.156220441	1	352	0
3.46908451035255	118116.232232465	1	353	0
2.08350033380769	118116.308244489	1	354	0
3.97813273615697	118116.384256513	1	355	0
3.40244775265455	118116.460268537	1	356	0
12.6900467599432	118116.536280561	1	357	0
9.90514362023936	118116.612292585	1	358	0
7.48850642495296	118116.688304609	1	359	0
3.30733466923237	118116.764316633	1	360	0
4.71643286570907	118116.840328657	1	361	0
5.79189629247412	118116.916340681	1	362	0
2.8710497921476	118116.992352705	1	363	0
1.28215050800093	118117.068364729	1	364	0
1.04709418863058	118117.144376754	1	365	0
1.1632014028728	118117.220388778	1	366	0
0.0938172642095589	118117.296400802	1	367	0
1.16513025760651	118117.372412826	1	368	0
7.202070808659	118117.44842485	1	369	0
5.90614562481642	118117.524436874	1	370	0
3.27584200664874	118117.600448898	1	371	0
3.58203072796265	118117.676460922	1	372	0
1.31577440609737	118117.752472946	1	373	0
3.11212424859405	118117.82848497	1	374	0
4.0359290008034	118117.904496994	1	375	0
4.93637274578214	118117.980509018	1	376	0
2.51477147879139	118118.056521042	1	377	0
1.91482965896527	118118.132533066	1	378	0
1.80466338085967	118118.20854509	1	379	0
2.03481963928789	118118.284557114	1	380	0
4.68914299195304	118118.360569138	1	381	0
7.01803607079718	118118.436581162	1	382	0
10.6406813621521	118118.512593186	1	383	0
7.81578541718997	118118.58860521	1	384	0
11.1275885105133	118118.664617234	1	385	0
6.68537074327469	118118.740629259	1	386	0
14.4717434883118	118118.816641283	1	387	0
9.4591683363542	118118.892653307	1	388	0
14.0580291015946	118118.968665331	1	389	0
6.64529058337212	118119.044677355	1	390	0
2.82575677648971	118119.120689379	1	391	0
4.43676827377395	118119.196701403	1	392	0
3.57150664925575	118119.272713427	1	393	0
2.50980221318162	118119.348725451	1	394	0
1.54749498963356	118119.424737475	1	395	0
1.50521877097587	118119.500749499	1	396	0
4.02167972245	118119.576761523	1	397	0
7.64529058039188	118119.652773547	1	398	0
7.92858444154263	118119.728785571	1	399	0
1.21736576613681	118119.804797595	1	400	0
4.15519928766622	118119.880809619	1	401	0
0.260234756129129	118119.956821643	1	402	0
0.277207476143934	118120.032833667	1	403	0
1.62258892785758	118120.108845691	1	404	0
4.21237068723988	118120.184857715	1	405	0
4.49185871705413	118120.260869739	1	406	0
1.94655978589347	118120.336881764	1	407	0
3.53982250222138	118120.412893788	1	408	0
6.15470941886306	118120.488905812	1	409	0
0.715548744973015	118120.564917836	1	410	0
2.64282410993026	118120.64092986	1	411	0
5.46716963368304	118120.716941884	1	412	0
10.6192384772003	118120.792953908	1	413	0
4.68937875827154	118120.868965932	1	414	0
1.94182482624755	118120.944977956	1	415	0
0.120361204247877	118121.02098998	1	416	0
1.18762525077909	118121.097002004	1	417	0
4.6995323980848	118121.173014028	1	418	0
0.74837174359709	118121.249026052	1	419	0
4.53751405237652	118121.325038076	1	420	0
5.07500715766634	118121.4010501	1	421	0
11.5367205002729	118121.477062124	1	422	0
7.61573146283627	118121.553074148	1	423	0
8.49138276576996	118121.629086172	1	424	0
4.4098196387291	118121.705098196	1	425	0
6.62634359571067	118121.78111022	1	426	0
14.2358049435748	118121.857122245	1	427	0
15.9731462925673	118121.933134269	1	428	0
20.2134268544614	118122.009146293	1	429	0
26.4604208432138	118122.085158317	1	430	0
51.4148296564818	118122.161170341	1	431	0
72.817635267973	118122.237182365	1	432	0
80.1943887770176	118122.313194389	1	433	0
89.4128256440163	118122.389206413	1	434	0
104.218436866999	118122.465218437	1	435	0
150.923179691037	118122.541230461	1	436	0
149.37875751406	118122.617242485	1	437	0
141.018036067486	118122.693254509	1	438	0
142.577822312713	118122.769266533	1	439	0
97.1392785534263	118122.845278557	1	440	0
89.387441555659	118122.921290581	1	441	0
130.39478957653	118122.997302605	1	442	0
165.685370743275	118123.073314629	1	443	0
154.673346698284	118123.149326653	1	444	0
162.322645276785	118123.225338677	1	445	0
128.175350703299	118123.301350701	1	446	0
99.8790915161371	118123.377362725	1	447	0
76.3126252517104	118123.45337475	1	448	0
40.6132264584303	118123.529386774	1	449	0
24.1503005996347	118123.605398798	1	450	0
24.392785569032	118123.681410822	1	451	0
28.5771543085575	118123.757422846	1	452	0
22.7825651317835	118123.83343487	1	453	0
10.5531062185764	118123.909446894	1	454	0
6.63527053967118	118123.985458918	1	455	0
5.65290581136942	118124.061470942	1	456	0
6.12925851717591	118124.137482966	1	457	0
8.05611222485701	118124.21349499	1	458	0
6.6197194391489	118124.289507014	1	459	0
1.12595190405846	118124.365519038	1	460	0
3.89482811781076	118124.441531062	1	461	0
1.52035986869893	118124.517543086	1	462	0
1.59489812950293	118124.59355511	1	463	0
2.45594414587944	118124.669567134	1	464	0
3.975244607119	118124.745579158	1	465	0
2.14527093399974	118124.821591182	1	466	0
2.84398064417083	118124.897603206	1	467	0
10.7455680593848	118124.97361523	1	468	0
1.57909151613712	118125.049627255	1	469	0
1.01568354083144	118125.125639279	1	470	0
0.0175155505731508	118125.201651303	1	471	0
1.88712810232089	118125.277663327	1	472	0
1.84415497680505	118125.353675351	1	473	0
1.60351953888312	118125.429687375	1	474	0
1.26906193331594	118125.505699399	1	475	0
1.33557114228606	118125.581711423	1	476	0
2.41869453181114	118125.657723447	1	477	0
3.81458569285662	118125.733735471	1	478	0
0.46315581974436	118125.809747495	1	479	0
1.61519038081169	118125.885759519	1	480	0
5.04835311648173	118125.961771543	1	481	0
7.31342685222626	118126.037783567	1	482	0
8.84386163690816	118126.113795591	1	483	0
2.67948595611822	118126.189807615	1	484	0
2.4593045740274	118126.265819639	1	485	0
0.230343038983205	118126.341831663	1	486	0
0.452267171753632	118126.417843687	1	487	0
0.917255563563422	118126.493855711	1	488	0
4.54085949725575	118126.569867735	1	489	0
3.04149038813732	118126.64587976	1	490	0
3.2517666910824	118126.721891784	1	491	0
4.41711008240437	118126.797903808	1	492	0
1.61683366596699	118126.873915832	1	493	0
5.97595190505187	118126.949927856	1	494	0
2.0686706746618	118127.02593988	1	495	0
2.99914113937744	118127.101951904	1	496	0
2.47129553235045	118127.177963928	1	497	0
3	118089.45	2	501	3
0.334876649338624	118089.526144289	2	502	3
6.45163857126061	118089.602288577	2	503	3
1.08363897620507	118089.678432866	2	504	3
5.86449088652929	118089.754577154	2	505	3
8.71142284274101	118089.830721443	2	506	3
2.70263604132029	118089.906865731	2	507	3
0.0761232610413994	118089.98301002	2	508	3
0.352008364554765	118090.059154309	2	509	3
0.62789346812212	118090.135298597	2	510	3
0.903778571635485	118090.211442886	2	511	3
1.71003979780305	118090.287587174	2	512	3
0.0810191812259811	118090.363731463	2	513	3
0.179746354039568	118090.439875752	2	514	3
0.365012262968251	118090.51602004	2	515	3
0.55027817193319	118090.592164329	2	516	3
0.735544080861874	118090.668308617	2	517	3
0.920809989826813	118090.744452906	2	518	3
0.559624299105972	118090.820597194	2	519	3
2.05269694328308	118090.896741483	2	520	3
2.59610129350966	118090.972885772	2	521	3
0.194026942675312	118091.04903006	2	522	3
7.94979432538936	118091.125174349	2	523	3
11.2085170339793	118091.201318637	2	524	3
0.458871230829594	118091.277462926	2	525	3
1.34426993530157	118091.353607214	2	526	3
4.12101622598787	118091.429751503	2	527	3
7.5173680682977	118091.505895792	2	528	3
3.06599866400162	118091.58204008	2	529	3
0.91052874991527	118091.658184369	2	530	3
2.10247417911887	118091.734328657	2	531	3
3.67508930874907	118091.810472946	2	532	3
1.47806250795405	118091.886617234	2	533	3
7.70802474605001	118091.962761523	2	534	3
5.08662780103358	118092.038905812	2	535	3
2.51799599170685	118092.1150501	2	536	3
1.30270798007647	118092.191194389	2	537	3
1.85258889856727	118092.267338677	2	538	3
0.0599293825881822	118092.343482966	2	539	3
0.420727168662207	118092.419627255	2	540	3
0.855837389060429	118092.495771543	2	541	3
1.70716432875229	118092.571915832	2	542	3
2.91714040326829	118092.64806012	2	543	3
1.53542378895423	118092.724204409	2	544	3
2.49630969253982	118092.800348697	2	545	3
1.08767535053194	118092.876492986	2	546	3
1.82976862815293	118092.952637275	2	547	3
0.582779594157872	118093.028781563	2	548	3
5.99536573141813	118093.104925852	2	549	3
10.8604828708229	118093.18107014	2	550	3
7.33416833675334	118093.257214429	2	551	3
0.222547659507165	118093.333358717	2	552	3
1.28187283656814	118093.409503006	2	553	3
1.18561567564805	118093.485647295	2	554	3
0.127915831655264	118093.561791583	2	555	3
0.889358717501164	118093.637935872	2	556	3
5.91894314947881	118093.71408016	2	557	3
6.6844889780879	118093.790224449	2	558	3
7.27977006647148	118093.866368738	2	559	3
1.09494665023443	118093.942513026	2	560	3
1.49388061836362	118094.018657315	2	561	3
1.90007287331603	118094.094801603	2	562	3
1.51086486700703	118094.170945892	2	563	3
2.69254873394966	118094.24709018	2	564	3
3.71172344684601	118094.323234469	2	565	3
4.93787575215101	118094.399378758	2	566	3
6.48012692046662	118094.475523046	2	567	3
6.81485192643272	118094.551667335	2	568	3
3.5239710188829	118094.627811623	2	569	3
3.82731176657336	118094.703955912	2	570	3
1.23824118822813	118094.7801002	2	571	3
1.6910487641063	118094.856244489	2	572	3
1.31348411100251	118094.932388778	2	573	3
2.02918336633593	118095.008533066	2	574	3
2.80523310770404	118095.084677355	2	575	3
8.62302382566311	118095.160821643	2	576	3
5.33522600763374	118095.236965932	2	577	3
11.9191109497439	118095.31311022	2	578	3
12.5424181694786	118095.389254509	2	579	3
6.87613321911721	118095.465398798	2	580	3
8.03879186936787	118095.541543086	2	581	3
6.94789579262336	118095.617687375	2	582	3
4.96633266508579	118095.693831663	2	583	3
0.750858860356467	118095.769975952	2	584	3
3.65144574855055	118095.846120241	2	585	3
2.02042974821395	118095.922264529	2	586	3
1.67802271205518	118095.998408818	2	587	3
4.63827655464411	118096.074553106	2	588	3
3.33947895765305	118096.150697395	2	589	3
1.42882486274008	118096.226841683	2	590	3
0.269729936051936	118096.302985972	2	591	3
0.874049686723285	118096.379130261	2	592	3
1.47836943727637	118096.455274549	2	593	3
2.19294143854468	118096.531418838	2	594	3
4.47834129803456	118096.607563126	2	595	3
1.61950567762057	118096.683707415	2	596	3
0.213509371701409	118096.759851703	2	597	3
9.81824254560651	118096.835995992	2	598	3
1.10448169098659	118096.912140281	2	599	3
1.8735175269549	118096.988284569	2	600	3
6.8980818774019	118097.064428858	2	601	3
13.138339178171	118097.140573146	2	602	3
5.8996290453571	118097.216717435	2	603	3
4.18460450277609	118097.292861723	2	604	3
4.66466265916824	118097.369006012	2	605	3
7.02732738310641	118097.445150301	2	606	3
8.95791583188943	118097.521294589	2	607	3
10.2055539659091	118097.597438878	2	608	3
1.60626252517104	118097.673583166	2	609	3
1.53481430940806	118097.749727455	2	610	3
1.95821272167895	118097.825871744	2	611	3
9.14056684715407	118097.902016032	2	612	3
16.3613226453463	118097.978160321	2	613	3
3.19868307879993	118098.054304609	2	614	3
0.0915911823511124	118098.130448898	2	615	3
0.700745491027832	118098.206593186	2	616	3
1.65656737200284	118098.282737475	2	617	3
0.743417870124866	118098.358881764	2	618	3
3.5004824463416	118098.435026052	2	619	3
5.09058116248676	118098.511170341	2	620	3
4.64044756193956	118098.587314629	2	621	3
7.49758340243031	118098.663458918	2	622	3
13.400801602751	118098.739603206	2	623	3
19.1494989991188	118098.815747495	2	624	3
29.5270541086793	118098.891891784	2	625	3
22.3213092833757	118098.968036072	2	626	3
12.3180360719562	118099.044180361	2	627	3
18.4415497680505	118099.120324649	2	628	3
27.9517216248946	118099.196468938	2	629	3
8.19338677078486	118099.272613226	2	630	3
1.13519346370147	118099.348757515	2	631	3
4.31396971171415	118099.424901804	2	632	3
4.93964852793859	118099.501046092	2	633	3
0.616476195486816	118099.577190381	2	634	3
0.683777812008674	118099.653334669	2	635	3
1.44311700302821	118099.729478958	2	636	3
1.19136231651112	118099.805623247	2	637	3
3.41437420282852	118099.881767535	2	638	3
4.92919171684318	118099.957911824	2	639	3
6.34580271773868	118100.034056112	2	640	3
12.835317694089	118100.110200401	2	641	3
9.62066991201469	118100.186344689	2	642	3
17.4889779537916	118100.262488978	2	643	3
14.3667334616184	118100.338633267	2	644	3
7.1018704076608	118100.414777555	2	645	3
9.05390781536698	118100.490921844	2	646	3
10.6167334672064	118100.567066132	2	647	3
8.80694723129273	118100.643210421	2	648	3
3.95907199038909	118100.719354709	2	649	3
1.8859473333547	118100.795498998	2	650	3
0.361389445584445	118100.871643287	2	651	3
1.62696967557602	118100.947787575	2	652	3
4.33260429480354	118101.023931864	2	653	3
7.10761523097754	118101.100076152	2	654	3
18.1110220439732	118101.176220441	2	655	3
13.9025193239961	118101.252364729	2	656	3
4.30605655743016	118101.328509018	2	657	3
3.23266533091664	118101.404653307	2	658	3
3.83488716573819	118101.480797595	2	659	3
3.60782170386025	118101.556941884	2	660	3
5.6523046096166	118101.633086172	2	661	3
3.78275231787792	118101.709230461	2	662	3
1.60416388329532	118101.78537475	2	663	3
3.26788460653882	118101.861519038	2	664	3
6.33311784844245	118101.937663327	2	665	3
4.02784880122234	118102.013807615	2	666	3
8.63319231073062	118102.089951904	2	667	3
3.17114228308201	118102.166096192	2	668	3
4.56012023985386	118102.242240481	2	669	3
5.42963976721938	118102.31838477	2	670	3
2.04069677797648	118102.394529058	2	671	3
